;Nomor Perkara;Klasifikasi Perkara;Tahun;Sumber
932;2724/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
933;2704/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
934;2684/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
935;2667/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
936;2647/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
937;2627/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
938;2607/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
939;283/Pid.Sus/2017/PN .KSP;Narkotika;2017;pn-kualasimpang
940;2573/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
941;2553/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
942;2533/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
943;2513/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
944;2493/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
945;272/Pid.Sus/2017/PN .KSP;Narkotika;2017;pn-kualasimpang
946;2469/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
947;2449/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
948;2433/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
949;2413/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
950;2393/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
951;2373/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
952;2353/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
953;2333/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
954;2197/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
955;2217/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
956;2237/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
957;2257/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
958;2278/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
959;2299/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
960;2320/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
961;13/Pid.Sus-Anak/2017/PN .KSP;Pencurian;2017;pn-kualasimpang
962;2108/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
963;2128/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
964;2148/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
965;255/Pid.Sus/2017/PN .KSP;Narkotika;2017;pn-kualasimpang
966;2084/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
967;2064/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
968;2103/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
969;2045/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
970;2025/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
971;2005/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
972;1985/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
973;1964/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
974;1944/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
975;1923/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
976;1907/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
977;1887/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
978;1867/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
979;1847/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
980;231/Pid.B/2017/PN .KSP;Tindak Pidana Senjata Api atau Benda Tajam;2017;pn-kualasimpang
981;1814/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
982;1794/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
983;1774/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
984;1754/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
985;1734/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
986;1714/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
987;1694/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
988;1674/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
989;1654/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
990;1634/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
991;225/Pid.B/2017/PN .KSP;Penggelapan ;2017;pn-kualasimpang
992;1613/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
993;1593/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
994;1573/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
995;1553/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
996;1533/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
997;1513/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
998;1493/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
999;1473/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1000;1294/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1001;1314/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1002;1334/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1003;1354/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1004;1374/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1005;1394/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1006;1414/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1007;1434/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1008;1454/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1009;199/Pid.B/2017/PN .KSP;Penadahan, Penerbitan, dan Pencetakan;2017;pn-kualasimpang
1010;1154/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1011;1172/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1012;1192/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1013;1212/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1014;1232/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1015;1252/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1016;1272/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1017;10/Pdt.G.S/2017/PN .KSP;Wanprestasi;2017;pn-kualasimpang
1018;1130/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1019;1110/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1020;1090/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1021;1070/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1022;1050/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1023;1141/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1024;1025/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1025;1005/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1026;985/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1027;965/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1028;945/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1029;925/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1030;905/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1031;885/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1032;865/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1033;9/Pid.Sus-Anak/2017/PN .KSP;Kejahatan terhadap Kesusilaan;2017;pn-kualasimpang
1034;834/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1035;814/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1036;794/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1037;774/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1038;762/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1039;742/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1040;722/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1041;8/Pid.Sus-Anak/2017/PN .KSP;Pencurian;2017;pn-kualasimpang
1042;687/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1043;673/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1044;655/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1045;635/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1046;151/Pid.B/2017/PN .KSP;Pencurian;2017;pn-kualasimpang
1047;622/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1048;602/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1049;582/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1050;562/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1051;558/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1052;538/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1053;518/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1054;521/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1055;491/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1056;471/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1057;451/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1058;431/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1059;414/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1060;394/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1061;324/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1062;344/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1063;364/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1064;423/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1065;277/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1066;257/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1067;236/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1068;216/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1069;196/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1070;176/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1071;307/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1072;171/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1073;151/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1074;131/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1075;115/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1076;104/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1077;83/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1078;82/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1079;65/Pid.Sus/2017/PN .KSP;Narkotika;2017;pn-kualasimpang
1080;53/Pid.Sus/2017/PN .KSP;Narkotika;2017;pn-kualasimpang
1081;3/Pid.Sus-Anak/2017/PN .KSP;Pencurian;2017;pn-kualasimpang
1082;39/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
1083;24/Pid.B/2017/PN .KSP;Penadahan, Penerbitan, dan Pencetakan;2017;pn-kualasimpang
1084;17/Pid.Sus/2017/PN .KSP;Narkotika;2017;pn-kualasimpang
1085;9/Pid.B/2017/PN .KSP;Pencurian;2017;pn-kualasimpang
1086;5/Pid.B/2017/PN .KSP;Pencurian;2017;pn-kualasimpang
1087;327/Pid.Sus/2016/PN .KSP;Narkotika;2016;pn-kualasimpang
1088;763/Pid.LL/2016/PN .KSP;Perkara Lalu-Lintas;2016;pn-kualasimpang
1089;313/Pid.Sus/2016/PN .KSP;Narkotika;2016;pn-kualasimpang
1090;729/Pid.LL/2016/PN .KSP;Perkara Lalu-Lintas;2016;pn-kualasimpang
1091;709/Pid.LL/2016/PN .KSP;Perkara Lalu-Lintas;2016;pn-kualasimpang
1092;689/Pid.LL/2016/PN .KSP;Perkara Lalu-Lintas;2016;pn-kualasimpang
1093;682/Pid.LL/2016/PN .KSP;Perkara Lalu-Lintas;2016;pn-kualasimpang
1094;662/Pid.LL/2016/PN .KSP;Perkara Lalu-Lintas;2016;pn-kualasimpang
1095;296/Pid.B/2016/PN .KSP;Penadahan, Penerbitan, dan Pencetakan;2016;pn-kualasimpang
1096;286/Pid.B/2016/PN .KSP;Tindak Pidana Lingkungan Hidup;2016;pn-kualasimpang
1097;277/Pid.Sus/2016/PN .KSP;Narkotika;2016;pn-kualasimpang
1098;621/Pid.LL/2016/PN .KSP;Perkara Lalu-Lintas;2016;pn-kualasimpang
1099;261/Pid.Sus/2016/PN .KSP;Narkotika;2016;pn-kualasimpang
1100;245/Pid.B/2016/PN .KSP;Pencurian;2016;pn-kualasimpang
1101;217/Pid.Sus/2016/PN .KSP;Narkotika;2016;pn-kualasimpang
1102;29/Pid.C/2016/PN .KSP;Pencurian;2016;pn-kualasimpang
1103;192/Pid.Sus/2016/PN .KSP;Narkotika;2016;pn-kualasimpang
1104;166/Pid.Sus/2016/PN .KSP;Narkotika;2016;pn-kualasimpang
1105;153/Pid.B/2016/PN .KSP;Pencurian;2016;pn-kualasimpang
1106;136/Pid.Sus/2016/PN .KSP;Narkotika;2016;pn-kualasimpang
1107;115/Pid.Sus/2016/PN .KSP;Narkotika;2016;pn-kualasimpang
1108;100/Pid.B/2016/PN..KSP;Kejahatan yang Membahayakan Keamananan Umum Bagi Orang atau Barang;2016;pn-kualasimpang
1109;90/Pid.B/2016/PN..KSP;Pencurian;2016;pn-kualasimpang
1110;17/Pid.C/2016/PN..KSP;Pencurian;2016;pn-kualasimpang
1111;61/PID.B/2016/PN.KSP;Penadahan, Penerbitan, dan Pencetakan;2016;pn-kualasimpang
1112;42/PID.SUS/2016/PN.KSP;Narkotika;2016;pn-kualasimpang
1113;1/Pid.Sus-Anak/2016/PN.KSP;Pelanggaran Kesusilaan;2016;pn-kualasimpang
1114;21/PID.B/2016/PN.KSP;Pertambangan Mineral dan Batubara;2016;pn-kualasimpang
1115;7/PID.B/2016/PN.KSP;Pertambangan Mineral dan Batubara;2016;pn-kualasimpang
1116;310/PID.B/2015/PN.KSP;Pencurian;2015;pn-kualasimpang
1117;294/PID.B/2015/PN.KSP;Pencurian;2015;pn-kualasimpang
1118;276/PID.SUS/2015/PN.KSP;Narkotika;2015;pn-kualasimpang
1119;256/PID.B/2015/PN.KSP;Pencurian;2015;pn-kualasimpang
1120;241/PID.B/2015/PN.KSP;Pencurian;2015;pn-kualasimpang
1121;222/PID.SUS/2015/PN.KSP;Narkotika;2015;pn-kualasimpang
1122;209/PID.B/2015/PN.KSP;Penggelapan ;2015;pn-kualasimpang
1123;11/Pid.Sus-Anak/2015/PN.KSP;Penadahan, Penerbitan, dan Pencetakan;2015;pn-kualasimpang
1124;169/PID.B/2015/PN.KSP;Pelanggaran Kesusilaan;2015;pn-kualasimpang
1125;7/Pid.Sus-Anak/2015/PN.KSP;Pencurian;2015;pn-kualasimpang
1126;137/PID.B/2015/PN.KSP;Pencurian;2015;pn-kualasimpang
1127;123/PID.B/2015/PN.KSP;Penganiayaan;2015;pn-kualasimpang
1128;103/PID.B/2015/PN.PN.KSP;Pemalsuan Surat;2015;pn-kualasimpang
1129;83/PID.B/2015/PN.KSP;Pencurian;2015;pn-kualasimpang
1130;5/PDT.P/2015/PN.PN.KSP;Wali Dan Ijin  Jual;2015;pn-kualasimpang
1131;49/PID.B/2015/PN.KSP;Pertambangan Mineral dan Batubara;2015;pn-kualasimpang
1132;29/PID.B/2015/PN.KSP;Perbuatan Curang;2015;pn-kualasimpang
1133;13/PID.SUS/2015/PN.KSP;Narkotika;2015;pn-kualasimpang
1134;241/Pid.Sus/2014/PN Ksp;Narkotika;2014;pn-kualasimpang
1135;210/Pid.B/2014/PN Ksp;Pemalsuan Surat;2014;pn-kualasimpang
1136;201/Pid.Sus/2014/PN Ksp;Narkotika;2014;pn-kualasimpang
1137;183/Pid.B/2014/PN Ksp;Pencurian;2014;pn-kualasimpang
1138;162/PID.SUS/2014/PN.KSP;Narkotika;2014;pn-kualasimpang
1139;148/PID.B/2014/PN.KSP;Pelanggaran Kesusilaan;2014;pn-kualasimpang
1140;132/PID.B/2014/PN.KSP;Pelanggaran Kesusilaan;2014;pn-kualasimpang
1141;108/PID.SUS/2014/PN.KSP;Narkotika;2014;pn-kualasimpang
1142;88/PID.SUS/2014/PN.KSP;Narkotika;2014;pn-kualasimpang
1143;68/PID.SUS/2014/PN.KSP;Narkotika;2014;pn-kualasimpang
1144;55/PID.SUS/2014/PN.KSP;Narkotika;2014;pn-kualasimpang
1145;36/PID.SUS/2014/PN.KSP;Narkotika;2014;pn-kualasimpang
1146;19/PID.B/2014/PN.KSP;Pencurian;2014;pn-kualasimpang
1147;257/PID.SUS/2013/PN.KSP;Perlindungan Anak;2013;pn-kualasimpang
1148;247/PID.SUS/2013/PN.KSP;Narkotika;2013;pn-kualasimpang
1149;227/PID.B/2013/PN.KSP;Pencurian;2013;pn-kualasimpang
1150;206/PID.B/2013/PN.KSP;Penadahan, Penerbitan, dan Pencetakan;2013;pn-kualasimpang
1151;189/PID.B/2013/PN.KSP;Penadahan, Penerbitan, dan Pencetakan;2013;pn-kualasimpang
1152;171/PID.SUS/2013/PN.KSP;Narkotika;2013;pn-kualasimpang
1153;152/PID.B/2013/PN.KSP;Pencurian;2013;pn-kualasimpang
1154;136/PID.B/2013/PN.KSP;Pencurian;2013;pn-kualasimpang
1155;125/PID.B/2013/PN.KSP;Pencurian;2013;pn-kualasimpang
1156;106/PID.B/2013/PN.KSP;Penganiayaan;2013;pn-kualasimpang
1157;83/PID.SUS/2013/PN.KSP;Pencurian;2013;pn-kualasimpang
1158;68/PID.B/2013/PN.KSP;Pemalsuan Materai dan Merek;2013;pn-kualasimpang
1159;59/PID.B/2013/PN.KSP;Penadahan, Penerbitan, dan Pencetakan;2013;pn-kualasimpang
1160;40/PID.SUS/2013/PN.KSP;Narkotika;2013;pn-kualasimpang
1161;28/PID.SUS/2013/PN.KSP;Narkotika;2013;pn-kualasimpang
1162;44/PDT.P/2013/PN.KSP;Pengangkatan Wali Bagi Anak;2013;pn-kualasimpang
1163;31/PDT.P/2013/PN.KSP;Permohonan Akte Kelahiran Terlambat ;2013;pn-kualasimpang
1164;1/PDT.G/2013/PN.KSP;Penyerobotan;2013;pn-kualasimpang
